ETHBTC Close,TRXBTC Close,TRXETH Close,NormalizedTRXETH,PriceDiff,Movement
0.098306,0.00000792,0.00008057,7.92051E-06,-6.49478E-05,-0.004840511
0.0983,0.0000079,0.00008018,7.88169E-06,0.002322597,0.002494388
0.098426,0.00000792,0.00008038,7.91148E-06,0.001076678,0.007837771
0.098701,0.00000803,0.00008101,7.99577E-06,0.004281264,-0.000246883
0.09923,0.0000081,0.00008099,8.03664E-06,0.00788418,-0.007655266
0.099486,0.00000798,0.00008037,7.99569E-06,-0.001962285,-0.008212019
0.099875,0.00000797,0.00007971,7.96104E-06,0.001125953,0.006774558
0.099701,0.000008,0.00008025,8.00101E-06,-0.00012564,0.006853583
0.098873,0.00000799,0.0000808,7.98894E-06,0.000132884,0.00990099
0.098732,0.00000808,0.0000816,8.05653E-06,0.002913015,0.00747549
0.0987,0.00000813,0.00008221,8.11413E-06,0.001956218,0.003892471
0.098627,0.00000815,0.00008253,8.13969E-06,0.001267087,-0.015388344
0.09935,0.00000808,0.00008126,8.07318E-06,0.000844648,0.003568792
0.099403,0.00000809,0.00008155,8.10631E-06,-0.002012585,-0.011281422
0.099704,0.00000807,0.00008063,8.03913E-06,0.003839528,-0.00334863
0.099924,0.00000805,0.00008036,8.02989E-06,0.002504063,-0.004479841
0.099899,0.00000799,0.00008,7.99192E-06,-0.000240243,0
0.09998,0.00000798,0.00008,7.9984E-06,-0.00230046,-0.008125
0.100257,0.00000797,0.00007935,7.95539E-06,0.001836119,0
0.100559,0.000008,0.00007935,7.97936E-06,0.002587095,0.003150599
0.100639,0.000008,0.0000796,8.01086E-06,-0.001356208,-0.003517588
0.100633,0.00000798,0.00007932,7.98221E-06,-0.000276811,0
0.100193,0.00000793,0.00007932,7.94731E-06,-0.00217794,-0.006807867
0.099522,0.00000786,0.00007878,7.84034E-06,0.00250714,-0.011170348
0.09972,0.0000078,0.0000779,7.76819E-06,0.004095164,0.010269576
0.100381,0.00000792,0.0000787,7.89998E-06,0.002533587,-0.005590851
0.100184,0.00000784,0.00007826,7.8404E-06,-5.09974E-05,-0.009072323
0.099805,0.00000772,0.00007755,7.73988E-06,-0.002568225,-0.006060606
0.099803,0.0000077,0.00007708,7.69282E-06,0.000933957,0.009340944
0.099809,0.00000777,0.0000778,7.76514E-06,0.000625848,0.01966581
0.09975,0.00000791,0.00007933,7.91317E-06,-0.000400282,-0.001638724
0.099399,0.00000788,0.0000792,7.8724E-06,0.000965296,-0.015530303
0.099568,0.00000776,0.00007797,7.76332E-06,-0.000427261,0.006797486
0.0995,0.00000781,0.0000785,7.81075E-06,-9.60215E-05,0.001273885
0.099401,0.00000783,0.0000786,7.81292E-06,0.002186302,0.004961832
0.099347,0.00000787,0.00007899,7.84742E-06,0.002877439,0.018863147
0.0992,0.00000792,0.00008048,7.98362E-06,-0.007968319,0.005218688
0.0992,0.000008,0.0000809,8.02528E-06,-0.003150046,0.013597033
0.099347,0.00000817,0.000082,8.14645E-06,0.002890337,0.017804878
0.099501,0.00000829,0.00008346,8.30435E-06,-0.001728426,-0.010064702
0.099402,0.0000082,0.00008262,8.21259E-06,-0.001533406,-0.016097797
0.098949,0.00000803,0.00008129,8.04356E-06,-0.001686343,0.01488498
0.09783,0.00000808,0.0000825,8.07098E-06,0.001118204,-0.006060606
0.097386,0.00000796,0.000082,7.98565E-06,-0.003212261,0.01195122
0.097001,0.000008,0.00008298,8.04914E-06,-0.006105368,-0.000120511
0.097585,0.00000808,0.00008297,8.09663E-06,-0.002053627,-0.009400988
0.097515,0.000008,0.00008219,8.01476E-06,-0.001841334,-0.006083465
0.098008,0.00000801,0.00008169,8.00627E-06,0.000465445,-0.000979312
0.098138,0.00000803,0.00008161,8.00904E-06,0.00261677,0.010537924
0.098214,0.0000081,0.00008247,8.09971E-06,3.59791E-05,-0.002667637
0.098472,0.0000081,0.00008225,8.09932E-06,8.37107E-05,-0.003525836
0.098351,0.00000804,0.00008196,8.06085E-06,-0.002586323,-0.000488043
0.09815,0.00000803,0.00008192,8.04045E-06,-0.00129943,0.00012207
0.09815,0.00000805,0.00008193,8.04143E-06,0.001065793,-0.000122055
0.098198,0.00000805,0.00008192,8.04438E-06,0.000698604,0
0.098027,0.00000802,0.00008192,8.03037E-06,-0.001291577,0.000976563
0.097815,0.00000803,0.000082,8.02083E-06,0.001143273,0.006097561
0.097803,0.00000807,0.0000825,8.06875E-06,0.000155229,0.011030303
0.0977,0.00000813,0.00008341,8.14916E-06,-0.002350795,0.001678456
0.0974,0.00000812,0.00008355,8.13777E-06,-0.002183645,0.002154399
0.097379,0.00000814,0.00008373,8.15354E-06,-0.001661078,0.005493849
0.09738,0.00000824,0.00008419,8.19842E-06,0.005071439,0.017816843
0.097466,0.00000823,0.00008569,8.35186E-06,-0.014590944,-0.006068386
0.097268,0.0000083,0.00008517,8.28432E-06,0.001893269,0.001174122
0.096811,0.00000824,0.00008527,8.25507E-06,-0.001826025,-0.013017474
0.09645,0.00000814,0.00008416,8.11723E-06,0.002804897,0.011763308
0.095703,0.00000819,0.00008515,8.14911E-06,0.00501767,0.006811509
0.095509,0.00000822,0.00008573,8.18799E-06,0.003909805,0.00641549
0.095292,0.0000082,0.00008628,8.22179E-06,-0.002650731,0.001274919
0.095511,0.00000824,0.00008639,8.2512E-06,-0.001356808,-0.011922676
